Battle of Mimaomote,1579,1579,
Siege of Maastricht,1579,,
Siege of Takatenjin,1580,1581,
Battle of Omosu,1580,1580,
War of the Portuguese Succession,1580,1583,
Battle of Alcântara,1580,1580,
Battle of Glenmalure,1580,1580,
Siege of Carrigafoyle Castle,1580,1580
Siege of Breda,1581,
Siege of Hijiyama,1581,1581
Siege of Tottori,1581,1581
Siege of Pskov,1581,
Siege of Takamatsu,1582,1582
Battle of Uchidehama,1582,1582
Battle of Yamazaki,1582,1582
Battle of Temmokuzan,1582,1582
Battle of Kanagawa,1582,1582
Siege of Takatō,1582,1582
War of the Three Nassaus,1582,1585
Siege of Uzu,1582,1582
Incident at Honnōji,1582,1582
Battle of Punta Delgada,1582,1582
Battle of Chuvash Cape,1582,1582
Battle of Hikita,1583,1583
Cologne War,1583,1588
Siege of Godesberg,1583,
Destruction of the Oberstift,1583,
Battle of Shizugatake,1583,1583
War of the Three Henrys,1584,1589
Siege of Kaganoi,1584,1584
Siege of Takehana,1584,1584
Siege of Kanie,1584,1584
Siege of Suemori,1584,1584
Battle of Komaki and Nagakute,1584,1584
Fall of Antwerp,1584,1585
Battle of Motomiya-Ji,1584,1584
Anglo-Spanish War,1585,1604
Siege of Negoroji,1585,1585
Invasion of Shikoku,1585,1585
Siege of Toyama,1585,1585
Battle of Hitotoribashi,1585,1585
Siege of Ōta Castle,1585,1585
Battle of Allt Camhna,1586,1586
Battle of Leckmelm,1586,1586
Battle of Boksum,1586,
Battle of Werl,1586,
Destruction of Neuss,1586,
Battle of Zutphen,1586,1586
Siege of Kagoshima,1587,1587
Kyūshū Campaign,1587,
Battle of Takajō,1587,1587
Siege of Ganjaku,1587,1587
Siege of Akizuki,1587,1587
Battle of Sendaigawa,1587,1587
Drake's 1587 expedition,1587,
Battle of Coutras,1587,1587
Battle of Vimory,1587,1587
Battle of Byczyna,1588,1588
Battle of Gravelines (1588),1588,
Siege of Bergen-op-Zoom,1588,
Battle of Szikszó,1588,1588
English Armada,1589,1589
Siege of Kurokawa,1589,1589
Battle of Suriagehara,1589,1589
Assault on Nijmegen,1589,
Battle of Arques,1589,1589
Siege of Oshi,1590,1590
Siege of Hachigata,1590,1590
Battle of Ivry,1590,1590
Siege of Odawara,1590,1590
Siege of Shimoda,1590,1590
Siege of Kunoe,1591,1591
Battle of Tondibi,1591,1591
Siege of Deventer,1591,
Hideyoshi's invasions of Korea,1592,1598
Hamgyong campaign,1592,1592
Chungju Campaign,1592,
Siege of Pyongyang,1592,
Gangwon Campaign,1592,
Battle of Chonju,1592,1592
Battle of Ch'ungju,1592,1592
Siege of Busan,1592,1592
Battle of Dadaejin,1592,1592
Siege of Tongnae,1592,1592
Battle of Sangju,1592,1592
Battle of Imjin River,1592,1592
Battle of Okpo,1592,1592
Battle of Craon,1592,1592
Battle of Sacheon,1592,1592
Dangpo Battle,1592,1592
Battle of Danghangpo,1592,1592
Battle of Hansan Island,1592,1592
Yeongwon Castle,1592,1592
Battle of Busan,1592,1592
Siege of Jinju,1592,1592
Battle of Blaye,1593,
Siege of Pyeongyang,1593,1593
Battle of Haengju,1593,1593
Battle of Sisak,1593,
Siege of Jinju,1593,1593
Long War,1593,1606
Battle of Chongju,1593,1593
Banat uprising 1594,1594,
Siege of Fort Crozon,1594,1594
Battle of Glenlivet,1594,1594
Siege of Groenlo,1595,
Battle of Puerto Rico,1595,
Battle of Cornwall,1595,
Battle of Clontibret,1595,1595
Battle of Fontaine-Française,1595,1595
Battle of Călugăreni,1595,1595
Cudgel War,1596,
Capture of Cadiz,1596,
Battle of Keresztes,1596,
Battle of Turnhout,1597,
Battle of Logiebride,1597,1597
Siege of Namwon,1597,1597
Battle of Chilchonryang,1597,1597
Siege of Groenlo,1597,
Battle of Myeongnyang,1597,1597
Battle of Carrickfergus,1597,1597
Siege of Ulsan,1597,1598
War against Sigismund,1598,1599
Destruction of Seven Cities,1598,
Battle of the Yellow Ford,1598,1598
Battle of Stegeborg,1598,
Battle of Stångebro,1598,1598
Battle of Sacheon,1598,1598
Battle of Noryang Point,1598,1598
Essex in Ireland,1599,
Battle of Curlew Pass,1599,1599
Battle of Şelimbăr,1599,
Siege of Cahir Castle,1599,1599
Siege of Ōtsu,1600,1600
Siege of Ueda,1600,1600
Siege of Kaminoyama,1600,1600
Siege of Shiroishi,1600,1600
Siege of Udo,1600,1600
Polish–Swedish War,1600,1611
Siege of Hataya,1600,1600
Siege of Hasedō,1600,1600
Polish-Swedish wars,1600,1629
Siege of Tanabe,1600,1600
Siege of Yanagawa,1600,1600
Battle of Nieuwpoort,1600,1600
Battle of Gifu Castle,1600,1600
Siege of Fushimi,1600,1600
Battle of Mirăslău,1600,1600
Battle of Moyry Pass,1600,1600
Battle of Sekigahara,1600,1600
Battle of Kuisegawa,1600,
Battle of Coire Na Creiche,1601,1601
Siege of Ostend,1601,1604
Siege of Kinsale,1601,1602
Battle of Bantam,1601,
Dutch–Portuguese War,1602,1654
Battle of Morar,1602,1602
Siege of Dunboy,1602,1602
The Beaver Wars,1603,1701
Ottoman–Safavid War,1603,1618
Battle of Glen Fruin,1603,1603
Polish-Muscovite War,1605,1618
Battle of Dobrynichi,1605,1605
Battle of Kokenhausen,1605,1605
Battle of Kircholm,1605,1605
Holbeche House,1605,
Battle of Cape Rachado,1606,
Siege of Groenlo,1606,
Battle of Gibraltar,1607,1607
Battle of Guzów,1607,1607
Siege of Troitse-Sergiyeva Lavra,1608,1610
De la Gardie Campaign,1609,1610
War of the Jülich Succession,1609,1614
Invasion of Ryukyu,1609,1609
Action of 29 June 1609,1609,
Siege of Smolensk,1609,1611
Battle of DimDim,1609,1610
Ingrian War,1610,1617
Battle of Klushino,1610,1610
Kalmar War,1611,1613
Battle of Kringen,1612,1612
Battle of Swally,1612,1612
Battle of Imafuku,1614,1614
Siege of Osaka,1614,1615
Battle of Shigeno,1614,1614
Battle of Kizugawa,1614,1614
Battle of Tennoji,1615,1615
Battle of Kashii,1615,1615
Battle of Dōmyōji,1615,1615
Polish–Swedish War,1617,1618
Thirty Years' War,1618,1648
Battle of Sarhu,1618,1619
Edict of Restitution,1618,1648
Siege of Pilsen,1618,1618
Battle of Lomnice,1618,
Battle of Záblatí,1619,1619
Battle of Vestonice,1619,
Battle of Humenné,1619,
Polish–Swedish War,1620,1620
Polish–Ottoman War,1620,1621
Battle of Ţuţora,1620,
Battle of White Mountain,1620,1620
Siege of Montauban,1621,1621
Siege of Saint-Jean-d'Angély,1621,1621
Capture of Saumur,1621,
Blockade of La Rochelle,1621,1622
Battle of Neu Titschein,1621,
Battle of Gibraltar,1621,
Battle of Khotyn,1621,1621
Indian Wars,1622,1898
Siege of Bergen-op-Zoom,1622,
Capture of Ormuz,1622,
Battle of Wiesloch,1622,1622
Siege of Royan,1622,1622
Battle of Wimpfen,1622,1622
Siege of Nègrepelisse,1622,1622
Battle of Höchst,1622,1622
Battle of Fleurus,1622,
Naval battle of Saint-Martin-de-Ré,1622,
Ottoman–Safavid War,1623,1639
Capture of Bahia,1623,
Battle of Stadtlohn,1623,1623
Siege of Breda,1624,1625
Battle of Martqopi,1625,
Battle of Marabda,1625,
Capture of Ré island,1625,
Battle of St. Kitts,1625,
Anglo-Spanish War,1625,1630
Battle of Blavet,1625,1625
Action of 1 February 1625,1625,
Battle of San Juan,1625,
Cádiz Expedition,1625,1625
Battle of Ningyuan,1626,1626
Polish–Swedish War,1626,1629
Battle of Bazaleti,1626,
Battle of Wallhof,1626,1626
Battle of Dessau Bridge,1626,1626
Battle of Lutter,1626,1626
First Manchu invasion of Korea,1627,1627
Siege of La Rochelle,1627,
Trịnh–Nguyễn War,1627,1672
Siege of Groenlo,1627,1627
Battle of Oliva,1627,1627
War of the Mantuan Succession,1628,1631
War of Mantuan Succession,1628,1631
Battle in the Bay of Matanzas,1628,
Battle of Stralsund,1628,
Battle of Wolgast,1628,1628
Siege of 's-Hertogenbosch,1629,
Battle of Trzciana,1629,1629
Aro-Ibibio Wars,1630,1902
Siege of Recife,1630,
Sack of Magdeburg,1630,1631
Battle of Frankfurt an der Oder,1631,
Sack of Baltimore,1631,
Battle of Werben,1631,1631
Battle of Albrolhos,1631,
Battle of the Slaak,1631,
Battle of Breitenfeld,1631,1631
Siege of Nuremberg,1632,1632
Battle of the Alte Veste,1632,
Battle of Rain,1632,
Smolensk War,1632,1632
Siege of Smolensk,1632,1633,
Battle of Lützen,1632,1632,
Polish–Ottoman War,1633,1634,
Battle of Oldendorf,1633,,
Battle of southern Fujian sea,1633,1633,
Battle of Nördlingen,1634,,
Battle of Five Lamas,1634,1634,
Franco-Spanish War,1635,1659,
Dutch pacification campaign on Formosa,1635,1636,
Battle of Les Avins,1635,,
Siege of Leuven,1635,1635,
Siege of Schenkenschans,1635,,
Second Manchu invasion of Korea,1636,1637,
Pequot War,1636,1637,400
Lamey Island Massacre,1636,1636,
Battle of Tornavento,1636,,
Battle of Wittstock,1636,1636
Shimabara Rebellion,1637,1638
Battle of Elmina,1637,
Battle off Lizard Point,1637,
Siege of Breda,1637,
Battle of Rheinfelden,1638,
Battle of Gannoruwa,1638,1638
Siege of Fuenterrabía,1638,1638
Battle of Kallo,1638,
Action of 22 July 1638,1638,
Battle of Breisach,1638,1638
Bishops’ Wars,1639,1940
Wars of the Three Kingdoms,1639,1651
Piedmontese Civil War,1639,1642
Horna's action in the English Channel,1639,
Battle of Chemnitz,1639,
Relief of Thionville,1639,
Action of 30 September 1639,1639,
Battle of the Downs,1639,1639
Russian-Manchu war,1639,1689
Battle of Lostwithiel,1640,
Sieges of Limerick,1640,
Catalan Revolt,1640,1652
Bicholim conflict,1640,1641
Battle of Songjin,1640,1640
Siege of Turin,1640,1640
Battle of Newburn,1640,1640
Battle of Cambrils,1640,
Portuguese Restoration War,1640,1668
Irish Confederate Wars,1641,1653
Siege of Limerick,1641,
Battle of Kombi,1641,
Siege of Drogheda 1641,1641,
Battle of Montjuïc,1641,
Battle of La Marfée,1641,1641
Battle of Julianstown,1641,1641
Battle of Cape St. Vincent,1641,
Action of 4 November 1641,1641,
Siege of Drogheda,1641,1649
English Civil War,1642,1651
First English Civil War,1642,1646
Siege of Hull,1642,1642
Battle of Montmeló,1642,
Battle of Kilrush,1642,1642
Battle of Honnecourt,1642,
Battle of Liscarroll,1642,1642
Battle of Barcelona,1642,1642
Battle of Powick Bridge,1642,1642
Battle of Lerida,1642,
Battle of Edgehill,1642,1642
Battle of Breitenfeld,1642,1642
Battle of Aylesbury,1642,1642
Siege of Reading,1642,1643
Battle of Brentford,1642,1642
Turnham Green,1642,1642
Hannibal War,1643,1645
Kieft's War,1643,
Battle of Bradock Down,1643,1643
First Battle of Middlewich,1643,1643
Battle of New Ross,1643,1643
Battle of Hopton Heath,1643,1643
Battle of Seacroft Moor,1643,1643
Battle of Camp Hill,1643,
Battle of Sourton Down,1643,1643
Battle of Stratton,1643,1643
Battle of Rocroi,1643,
Battle of Chalgrove Field,1643,1643
Battle of Adwalton Moor,1643,1643
Battle of Lansdowne,1643,1643
Battle of Roundway Down,1643,1643
Battle of Gainsborough,1643,1643
Storming of Bristol,1643,1643
Siege of Gloucester,1643,1643
Siege of Hull,1643,1643
Battle of Cartagena,1643,
Battle of Aldbourne Chase,1643,1643
First Battle of Newbury,1643,1643
Battle of Winceby,1643,1643
Battle of Tuttlingen,1643,
Battle of Alton,1643,1643
Second Battle of Middlewich,1643,1643
Scottish Civil War,1644,1645
Battle of Nantwich,1644,1644
Occupied Beijing,1644,1644
Siege of Lathom House,1644,1644
Battle of Boldon Hill,1644,1644
Relief of Newark,1644,1644
Battle of Cheriton,1644,1644
Siege of York,1644,1644
Battle of Montijo,1644,1644
Battle of Shanhai Pass,1644,1644
Bolton Massacre,1644,
Battle of Cropredy Bridge,1644,1644
Battle of Marston Moor,1644,1644
Battle of Freiburg,1644,1644
Battle of Tippermuir,1644,1644
Battle of Aberdeen,1644,1644
Siege of Carlisle,1644,
Action of 13 October 1644,1644,1644
Second Battle of Newbury,1644,1644
Battle of Jüterbog,1644,1644
Siege of Taunton,1645,1645
Siege of Hulst,1645,
Cretan War,1645,1669
Siege of Duncannon,1645,1645
Crabchurch Conspiracy,1645,1645
Battle of Inverlochy,1645,1645
Battle of Jankov,1645,1645
Battle of Herbsthausen,1645,
Battle of Auldearn,1645,1645
Battle of Naseby,1645,
Battle of Alford,1645,1645
Battle of Langport,1645,1645
Battle of Nördlingen,1645,
Battle of Tabocas,1645,
Battle of Kilsyth,1645,1645
Battle of Philiphaugh,1645,1645
Battle of Rowton Heath,1645,1645
Battle of Annan Moor,1645,
Siege of Worcester,1646,1646
Battles of La Naval de Manila,1646,
Battle of Torrington,1646,1646
Battle of Stow-on-the-Wold,1646,1646
Battle of Benburb,1646,1646
Battle of Puerto de Cavite,1647,1647
Battle of Dungan's Hill,1647,1647
Sack of Cashel,1647,1647
Battle of Knocknanuss,1647,1647
Fronde,1648,1653
Second English Civil War,1648,1649
Khmelnytsky Uprising,1648,1654
Battle of Prague,1648,
Siege of Pembroke,1648,1648
First Battle of Guararapes,1648,
Battle of Zhovti Vody,1648,1648
Siege of Candia,1648,1649
Battle of Zusmarshausen,1648,
Battle of St. Fagans,1648,1648
Battle of Korsuń,1648,1648
Battle of Mauchline Muir,1648,1648
Siege of Colchester,1648,1648
Battle of Maidstone,1648,1648
Battle of Preston,1648,1648
Battle of Preston,1648,1648
Battle of Lens,1648,
Battle of Stirling,1648,1648
Battle of Pyliavtsi,1648,1648
Third English Civil War,1649,1651
Second Battle of Guararapes,1649,1649
Battle of Focchies,1649,
Siege of Zbarazh,1649,1649
Cromwellian conquest of Ireland,1649,1653
Battle of Rathmines,1649,1649
Battle of Zboriv,1649,1649
Sack of Wexford,1649,1649
Siege of Waterford,1649,1650
Battle of Arklow,1649,1649
Battle of Lisnagarvey,1649,1649
Battle of Invercarron,1650,
Fronde of the nobles,1650,1653
Siege of Clonmel,1650,1650
Battle of Carbisdale,1650,1650
Battle of Macroom,1650,1650
Battle of Tecroghan,1650,1650
Battle of Scarrifholis,1650,1650
Siege of Charlemont,1650,1650
Battle of Dunbar,1650,1650
Battle of Meelick Island,1650,1650
Battle of Hamilton,1650,
Battle of Hieton,1650,1650
Battle of Dalnaspidal,1651,
Three Hundred and Thirty Five Years' War,1651,1986
Siege of Limerick,1651,1651
Battle of Berestechko,1651,1651
Battle of Knocknaclashy,1651,1651
Siege of Barcelona,1651,
Battle of Inverkeithing,1651,1651
Siege of Galway,1651,1652
Battle of Wigan Lane,1651,1651
Battle of Worcester,1651,1651
Battle of Bila Tserkva,1651,1651
First Anglo-Dutch War,1652,1654
Anglo-Dutch Wars,1652,1784
Battle of Bléneau,1652,
Battle of Goodwin Sands,1652,
Battle of Batoh,1652,1652
Battle of Plymouth,1652,1652
Guo Huaiyi Rebellion,1652,1652
Battle of the Kentish Knock,1652,
Battle of Dungeness,1652,
Battle of Leghorn,1653,
Swiss peasant war of 1653,1653,1653
Battle of Portland,1653,1653
Battle of Finta,1653,
Battle of the Gabbard,1653,1653
Battle of Scheveningen,1653,1653
Battle of Bordeaux,1653,
Anglo-Spanish War,1654,1660
Russo-Polish War,1654,1667
Siege of Smolensk,1654,1654
Battle of Cádiz,1654,
Siege of Hlukhiv,1654,
Swedish Wars on Bremen,1654,1666
Action of 23 March 1654,1654,
Action of 2 May 1654,1654,
Battle of Szkłów,1654,
Battle of Szepielewicze,1654,
Battle of Arras,1654,
Northern Wars,1655,1661
The Deluge,1655,1660
Siege of Danzig,1655,1660
Second Northern War,1655,
Battle of Ochmatów,1655,
Battle of the Severn,1655,1655
Siege of Santo Domingo,1655,1655
Battle of Ujście,1655,1655
Battle of Sobota,1655,1655
Battle of Wojnicz,1655,1655
Battle of Żarnowiec,1655,1655
Battle of Nowy Dwór Mazowiecki,1655,1655
Battle of Gródek Jagielloński,1655,
Battle of Częstochowa,1656,1655
Battles of Villmergen,1656,
Battle of Gołąb,1656,1656
Battle of Warka,1656,1656
Battle of Kłecko,1656,1656
Battle of the Dardanelles,1656,1656
Siege of Warsaw,1656,
Russo-Swedish War,1656,1661
Battle of Warsaw,1656,1656
Siege of Riga 1656,1656,1656
Siege of Riga,1656,1656
Battle of Prostki,1656,1656
Battle of Filipów,1656,1656
Battle of Chojnice,1656,1656
Dano-Swedish War,1657,1658
Action of 17 July 1657,1657,1657
Dutch–Swedish War,1658,1660
Battle of Werki,1658,
Dano-Swedish War,1658,1660
Battle of the Dunes,1658,1658
Battle of the Sound,1658,1658
Battle of Kolding,1658,1658
Imperial Maratha Conquests,1659,
French conquest of Senegal,1659,1660
Battle of the Lines of Elvas,1659,1659
Battle of Myadel,1659,
The assault on Copenhagen,1659,1659
The Ruin,1659,1686
Battle of Konotop,1659,1659
Esopus Wars,1659,1663
Battle of Pratapgarh,1659,1659
Battle of Kolhapur,1659,
Battle of Long Sault,1660,
Battle of Połonka,1660,
Battle of Pavan Khind,1660,
Battle of Lubar,1660,,
Battle of Basia,1660,1660,
Battle of Słobodyszcze,1660,,
Battle of Chudniv,1660,,
Siege of Fort Zeelandia,1661,1662,
Battle of Kushliki,1661,1661,
Great Turkish War,1662,1699,
Battle of Ameixial,1663,1663,7000
Battle of Surat,1664,,
Battle of Castel Rodrigo,1664,1664,
Battle of Levice,1664,,
Battle of Saint Gotthard,1664,,
Action of March 1665,1665,,
Second Anglo-Dutch War,1665,1667,
Battle of Lowestoft,1665,1665,
Battle of Montes Claros,1665,,4000
Battle of Vågen,1665,1665
Stand-off at the Fords of Arkaig,1665,1665
Battle of Mbwila,1665,1665
Four Days Battle,1666,1666
St. James's Day Battle,1666,1666
Battle of Rullion Green,1666,1666
War of Devolution,1667,1668
Raid on the Medway,1667,1667
Siege of Lille,1667,1667
Battle of Podhajce,1667,
Battle of Sinhagad,1670,
Battle of Mbidizi River,1670,1670
Battle of Kitombo,1670,1670
Battle of Saraighat,1671,
Third Anglo-Dutch War,1672,1674
Franco-Dutch War,1672,1678
Polish–Ottoman War,1672,1676
Battle of Solebay,1672,1672
Siege of Groenlo,1672,
Siege of Groningen,1672,1672
Revolt of the Three Feudatories,1673,1681
Battle of Schooneveld,1673,1673
Siege of Maastricht,1673,1673
Battle of Texel,1673,1673
Siege of Bonn,1673,
Battle of Khotyn,1673,
Scanian War,1674,1679
Battle of Seneffe,1674,
Battle of Turckeim,1675,1675
King Philip's War,1675,1676
Battle of Fehrbellin,1675,1675
Battle of Salzbach,1675,1675
Battle of Konzer Brucke,1675,
Battle of Lwów,1675,
Battle of Stromboli,1676,1676
Battle of Agosta,1676,1676
Battle of Bornholm,1676,1676
Battle of Öland,1676,1676
Battle of Palermo,1676,1676
Battle of Halmstad,1676,1676
Siege of Valenciennes,1676,1677
Battle of Lund,1676,1676
Conquest of Jemtland,1677,
Battle of Cassel,1677,1677
Action of 31 May 1677,1677,1677
Battle of Malmö,1677,1677
Battle of Køge Bay,1677,1677
Battle of Marstrand,1677,1677
Battle of Landskrona,1677,1677
Battle of Uddevalla,1677,1677
The Great Sleigh Drive,1678,
Battle of Saint-Denis,1678,1678
Battle of Stralsund,1678,
Battle of Drumclog,1679,1679
Battle of Bothwell Brig,1679,1679
Battle of Altimarlech,1680,1680
Pueblo Revolt,1680,1680
Battle of Penghu,1683,1683
Polish–Ottoman War,1683,1699
Battle of Vienna,1683,
Battle of Párkány,1683,1683
War of the Reunions,1683,1684
Morean War,1684,1699
Battle of Sedgemoor,1685,1685
"Russo-Turkish War, 1686-1700",1686,1700
Battle of Buda,1686,1686
Battle of Mohács,1687,1687
Siege of Athens,1687,1687
Jacobite rising,1688,1746
War of the Grand Alliance,1688,1697
Siege of Belgrade,1688,1688
Siege of Bangkok,1688,1688
Battle of Mulroy,1688,1688
Battle of Bhangani,1688,1688
War of the Grand Alliance,1688,1697
Battle of Reading,1688,1688
King William's War,1689,
Siege of Derry,1689,
Second Hundred Years' War,1689,1815
Battle of Port Royal,1689,
Williamite war in Ireland,1689,1691,
Break of Dromore,1689,1689,
Battle of Bantry Bay,1689,1689,
Battle of Killiecrankie,1689,1689,
Battle of Newtownbutler,1689,1689,
Lachine massacre,1689,1689,
Battle of Dunkeld,1689,1689,
Battle of Walcourt,1689,,
Karposh's Rebellion,1689,1689,
Battle of the Boyne,1690,,
Schenectady massacre,1690,,
Siege of Cork,1690,,
Battle of Cromdale,1690,1690,
Battle of Port Royal (1690),1690,1690,
Battle of Fleurus,1690,,
Battle of Beachy Head,1690,1690,900
Siege of Limerick,1690,1690
Battle of Staffarda,1690,
Action of 8 September 1690,1690,1690
Battle of Quebec,1690,
Siege of Mons,1691,1691
Battle of Nadaun,1691,1691
Siege of Athlone,1691,1691
Siege of Cuneo,1691,1691
Battle of Aughrim,1691,1691
Siege of Limerick,1691,1691
Battle of La Prairie,1691,1691
Battle of Slankamen,1691,
Battle of Leuze,1691,
Massacre of Glencoe,1692,
Siege of Namur,1692,1692
Battles of Barfleur and La Hougue,1692,1692
Battle of Barfleur,1692,1692
Action at Cherbourg,1692,1692
Action at La Hogue,1692,1692
Battle of Steenkerque,1692,
Battle of Lagos,1693,1693
Battle of Landen,1693,
Battle of Marsaglia,1693,
Battle of Torroella,1694,
Battle of Camaret,1694,1694
Action of 29 June 1694,1694,
Action of 9 February 1695,1695,1695
Siege of Namur,1695,
Bombardment of Brussels,1695,
Action 1 of 1696,1696,
Action of 22 August 1696,1696,1696
Raid on Cartagena,1697,
Action of 6 July 1697,1697,1697
Battle of Hudson's Bay,1697,1697
Battle of Zenta,1697,
Battle of Podhajce,1698,1698
Action of 20 September 1698,1698,1698
Great Northern War,1700,1721
Battle of Narva,1700,1700
War of the Spanish Succession,1701,1714
Battle of Feyiase,1701,1701
First Battle of Anandpur,1701,1701
Second Battle of Anandpur,1701,1704
Battle of Carpi,1701,1701
Crossing of Daugava,1701,1701
Battle of Chiari,1701,
Battle of Erastfer,1701,1701
Queen Anne's War,1702,1713
Battle of Friedlingen,1702,1702
Raid on Newfoundland,1702,
Battle of Cremona,1702,1702
Battle of Kliszów,1702,1702
Battle of Hummelshof,1702,
Battle of Cádiz,1702,1702
Battle of Luzzara,1702,1702
Action of August 1702,1702,1702
Battle of Vigo Bay,1702,1702
Siege of St. Augustine,1702,
Battle of Pułtusk,1703,1703
Battle of Cap de la Roque,1703,1703
Battle of Ekeren,1703,1703
Battle of Höchstädt,1703,
Battle of Speyerbach,1703,
Deerfield massacre,1704,1704
Battle of Schellenberg,1704,1704
Battle of Jēkabpils,1704,1704
Capture of Gibraltar,1704,
Battle of Poznań,1704,1704
Battle of Narva,1704,
Battle of Blenheim,1704,1704
Battle of Malaga,1704,1704
Battle of Punitz,1704,1704
Battle Of Chamkaur,1704,1704
Battle of Muktsar,1705,1705
Siege of St. John's,1705,
Battle of Gemauerthof,1705,1705
Battle of Elixheim,1705,1705
Battle of Warsaw,1705,
Battle of Cassano,1705,1705
Siege of Barcelona,1705,
Battle of Saint Gotthard,1705,1705
Battle of Grodno,1706,1706
Battle of Fraustadt,1706,
Battle of Cabrita point,1706,
Siege of Barcelona,1706,
Battle of Calcinato,1706,1706
Battle of Turin,1706,1706
Battle of Ramillies,1706,1706
Battle of Castiglione,1706,
Battle of Kalisz,1706,1706
Charles XII invasion of Russia,1707,1709
Battle of Almansa,1707,1707
Battle of Toulon,1707,1707
Action of 21 October 1707,1707,1707
Wager’s Action,1708,
Battle of Oudenarde,1708,1708
Battle of Holowczyn,1708,1708,
Battle of Trenčín,1708,1708,
Siege of Lille,1708,1708,
Battle of Malatitze,1708,1708,
Capture of Minorca,1708,,
Battle of Wijnendale,1708,,
Battle of St. John's,1709,,
Battle of São Salvador,1709,1709,
Battle of Poltava,1709,1709,
Surrender at Perevolochna,1709,1709,
Battle of Malplaquet,1709,1709,18000
Battle of Lesnaya,1709,1709,
"Russo-Turkish War, 1710-1711",1710,,
Battle of Helsingborg,1710,1710,
Battle of Almenara,1710,1710,
Battle of Rio de Janeiro,1710,,
Battle of Saragossa,1710,1710
Action of 4 October 1710,1710,
Battle of Brihuega,1710,1710
Battle of Villaviciosa,1710,1710
Tuscarora War,1711,1715
Walker Expedition to Quebec,1711,
First Battle of Bloody Creek,1711,1711
Siege of Bouchain,1711,1711
Battle of Rio de Janeiro,1711,
Battle of Denain,1712,1712
Battle of Gadebusch,1712,1712
Skirmish at Bender,1713,1713
Siege of Barcelona,1713,1714
Battle of Pälkäne,1713,1713
Turkish-Venetian War,1714,1718
Battle of Storkyro,1714,1714
Battle of Gangut,1714,1714
Yamasee War,1715,1717
The Siege of Corinth,1715,1715
Battle of Stralsund,1715,1715
Battle of Preston,1715,1715
Battle of Sheriffmuir,1715,1715
Battle of Petrovaradin,1716,1718
Siege of little butte des mortes,1716,1716
Battle of Dynekilen,1716,1716
Action of 8 July 1716,1716,1716
Action of 12 June 1717,1717,1717
Battle of Matapan,1717,1717
War of the Quadruple Alliance,1718,1720
Battle of Cape Passaro,1718,1718
Battle of Milazzo,1718,1718
Austro-Turkish War of 1716–18,1719,1718
Capture of Vigo,1719,
Battle of Osel Island,1719,1719
Battle of Glen Shiel,1719,
Battle of Francavilla,1719,1719
Battle of Stäket,1719,1719
Battle of Cape St Vincent,1719,
Battle of Nassau,1720,1720
Battle of Grengam,1720,1720
Russo-Persian War,1722,1723
Battle of Gulnabad,1722,1722
Blockade of Porto Bello,1726,1728
Siege of Gibraltar,1727,1727
Battle of Palkhed,1728,
Battle of Damghan,1729,1729
War of the Polish Succession,1733,1738
Siege of Kehl,1733,1733
Siege of Danzig,1734,1734
Siege of Gaeta,1734,1734
Battle of Bitonto,1734,
Battle of San Pietro,1734,
Battle of Guastalla,1734,
"Russo-Turkish War, 1735-1739",1735,1739
Battle of Ackia,1736,1736
Battle of the Dindar River,1738,1738
War of Jenkins' Ear,1739,1748
Battle of Porto Bello,1739,1739
Battle of Karnal,1739,1739
Battle of Grocka,1739,
Battle of Stavuchany,1739,
War of the Austrian Succession,1740,1748
King George's War,1740,
Siege of Fort Mose,1740,
Trash999,1740,1740
Chickasaw Campaign of 1739,1740,1740
Action of 8 April 1740,1740,
Siege of St. Augustine,1740,1740
Russo-Swedish War,1741,
Battle of Cartagena de Indias,1741,1741
Battle of Mollwitz,1741,
Battle of Santiago de Cuba,1741,
Battle of Colachel,1741,1741
Battle of Villmanstrand,1741,1741
Battle of Gully Hole Creek,1742,
Invasion of Georgia,1742,
Siege of Prague,1742,
Battle of Chotusitz,1742,
Battle of Bloody Marsh,1742,1742
Battle of Campo Santo,1743,
Battle of Puerto Cabello,1743,
Battle of Dettingen,1743,1743
Planned French Invasion of Britain,1744,
Siege of Fort Anne,1744,
Battle of Toulon,1744,1744
Battle of Villafranca,1744,
Battle of Casteldelfino,1744,1744
Battle of Velletri,1744,1744
Battle of Madonna dell'Olmo,1744,
Siege of Carlisle,1745,
Siege of Louisbourg,1745,
Battle of Pfaffenhofen,1745,
Battle of Fontenoy,1745,1745
Battle of Hohenfriedberg,1745,1745
Battle of Melle,1745,
Fall of Ghent,1745,
Highbridge Skirmish,1745,1745
Battle of Prestonpans,1745,1745
Battle of Bassignano,1745,
Battle of Soor,1745,
Siege of Carlisle,1745,1745
Battle of Hennersdorf,1745,
Raid on Saratoga,1745,
Battle of Kesselsdorf,1745,
Clifton Moor Skirmish,1745,1745
Battle of Inverurie,1745,1745
Siege of Genoa,1746,
Battle of Falkirk,1746,1746
Siege of Brussels,1746,
Siege of Fort William,1746,1746
Battle of Culloden,1746,1746
Battle of Bonar Bridge,1746,1746
Battle of Piacenza,1746,
Battle of Rottofreddo,1746,
Battle of Madras,1746,
Raid on Lorient,1746,
Battle of Raucoux,1746,
Battle of Rocoux,1746,
Siege of Genoa,1747,
Voyage of the Glorioso,1747,
Battle of Grand Pre,1747,1747
